Start time: 0.0, End time: 0.10, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.25 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.30 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.35 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.40 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.45 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.50 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.55 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.60 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.65 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.70 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.75 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.80 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.85 --- valid
Start time: 0.0, End time: 0.02, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.03, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.04, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.05, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.07, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.08, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.09, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.10, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.11, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.12, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.13, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.15, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.16, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.17, Alpha: 0.90 --- valid
Start time: 0.0, End time: 0.18, Alpha: 0.90 --- valid
